num,user_id,date,data_type,data_value
19889038,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-28,19,4.96
19889039,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,1,7149.7
19889040,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,10,6.95
19889041,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,11,24.03
19889042,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,12,7.47
19889043,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,13,4.01
19889044,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,14,0.58
19889045,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,15,0.1
19889046,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,16,0.0
19889047,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,17,4.74
19889048,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,19,2.18
19889049,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,26,108.99
19889050,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-29,27,5.34
19889051,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,1,9014.19
19889052,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,10,6.04
19889053,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,11,25.11
19889054,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,12,7.37
19889055,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,13,4.02
19889056,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,14,0.48
19889057,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,15,0.1
19889058,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,16,0.0
19889059,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,17,3.77
19889060,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,19,2.22
19889061,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,26,96.88
19889062,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-30,27,4.6
19889063,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,1,7003.88
19889064,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,10,6.07
19889065,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,11,25.05
19889066,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,12,7.39
19889067,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,13,2.02
19889068,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,14,0.33
19889069,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,15,0.08
19889070,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,16,0.0
19889071,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,17,2.69
19889072,cb8ba5956b7b6655ba2d6e0d4e77f0e0c900b083,2017-03-31,19,3.34
